instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weathershit,temp_bin
5168,2011-08-08,Summer,2011,Aug,5,0,1,yes,1,28.7,33.335,0.79,0.0896,1,14,15,1,Moderate
5169,2011-08-08,Summer,2011,Aug,6,0,1,yes,1,28.7,32.574999999999996,0.65,0.2836,8,87,95,1,Moderate
5170,2011-08-08,Summer,2011,Aug,7,0,1,yes,1,29.52,34.089999999999996,0.62,0.2985,18,249,267,1,Moderate
5171,2011-08-08,Summer,2011,Aug,8,0,1,yes,1,30.34,34.089999999999996,0.58,0.3284,29,320,349,1,Warm
5172,2011-08-08,Summer,2011,Aug,9,0,1,yes,1,31.16,34.849999999999994,0.55,0.3881,37,146,183,1,Warm
5173,2011-08-08,Summer,2011,Aug,10,0,1,yes,1,32.800000000000004,37.12,0.52,0.3881,62,62,124,1,Warm
5174,2011-08-08,Summer,2011,Aug,11,0,1,yes,1,33.62,37.12,0.48,0.3582,90,89,179,1,Warm
5175,2011-08-08,Summer,2011,Aug,12,0,1,yes,1,33.62,37.88,0.46,0.2537,48,134,182,1,Warm
5176,2011-08-08,Summer,2011,Aug,13,0,1,yes,1,34.44,37.88,0.44,0.2985,43,108,151,1,Warm
5177,2011-08-08,Summer,2011,Aug,14,0,1,yes,1,33.62,37.12,0.43,0.2985,41,109,150,1,Warm
5178,2011-08-08,Summer,2011,Aug,15,0,1,yes,1,34.44,37.88,0.41,0.2985,40,86,126,1,Warm
5179,2011-08-08,Summer,2011,Aug,16,0,1,yes,1,35.26,38.635000000000005,0.39,0.2836,64,218,282,1,Warm
5180,2011-08-08,Summer,2011,Aug,17,0,1,yes,1,35.26,38.635000000000005,0.39,0.1642,67,460,527,1,Warm
5181,2011-08-08,Summer,2011,Aug,18,0,1,yes,1,34.44,37.88,0.41,0.1343,64,465,529,1,Warm
5182,2011-08-08,Summer,2011,Aug,19,0,1,yes,1,33.62,37.12,0.43,0.1045,64,352,416,1,Warm
5183,2011-08-08,Summer,2011,Aug,20,0,1,yes,1,32.800000000000004,37.88,0.55,0.0,71,215,286,1,Warm
5184,2011-08-08,Summer,2011,Aug,21,0,1,yes,1,31.16,35.605,0.58,0.0896,30,156,186,1,Warm
5185,2011-08-08,Summer,2011,Aug,22,0,1,yes,1,31.16,35.605,0.58,0.1045,26,121,147,1,Warm
5186,2011-08-08,Summer,2011,Aug,23,0,1,yes,1,30.34,34.849999999999994,0.66,0.1045,19,53,72,1,Warm
5187,2011-08-09,Summer,2011,Aug,0,0,2,yes,1,29.52,34.849999999999994,0.79,0.1343,10,25,35,1,Moderate
5188,2011-08-09,Summer,2011,Aug,1,0,2,yes,1,29.52,34.089999999999996,0.66,0.0,5,9,14,1,Moderate
5189,2011-08-09,Summer,2011,Aug,2,0,2,yes,1,29.52,34.089999999999996,0.7,0.0,9,3,12,1,Moderate
5190,2011-08-09,Summer,2011,Aug,3,0,2,yes,1,29.52,34.089999999999996,0.62,0.0,0,3,3,1,Moderate
5191,2011-08-09,Summer,2011,Aug,4,0,2,yes,1,28.7,33.335,0.74,0.0,1,6,7,1,Moderate
5192,2011-08-09,Summer,2011,Aug,5,0,2,yes,1,28.7,32.574999999999996,0.65,0.0896,5,25,30,1,Moderate
5193,2011-08-09,Summer,2011,Aug,6,0,2,yes,1,29.52,33.335,0.64,0.0,6,95,101,1,Moderate
5194,2011-08-09,Summer,2011,Aug,7,0,2,yes,1,29.52,34.849999999999994,0.74,0.1045,30,313,343,1,Moderate
5195,2011-08-09,Summer,2011,Aug,8,0,2,yes,1,30.34,34.849999999999994,0.66,0.0,40,352,392,1,Warm
5196,2011-08-09,Summer,2011,Aug,9,0,2,yes,2,31.98,37.12,0.62,0.1343,34,141,175,2,Warm
5197,2011-08-09,Summer,2011,Aug,10,0,2,yes,2,32.800000000000004,38.635000000000005,0.59,0.2239,55,89,144,2,Warm
5198,2011-08-09,Summer,2011,Aug,11,0,2,yes,1,32.800000000000004,38.635000000000005,0.59,0.2239,61,88,149,1,Warm
5199,2011-08-09,Summer,2011,Aug,12,0,2,yes,1,33.62,39.395,0.56,0.194,60,125,185,1,Warm
5200,2011-08-09,Summer,2011,Aug,13,0,2,yes,1,34.44,39.395,0.49,0.1642,48,127,175,1,Warm
5201,2011-08-09,Summer,2011,Aug,14,0,2,yes,1,35.26,39.395,0.44,0.2836,53,95,148,1,Warm
5202,2011-08-09,Summer,2011,Aug,15,0,2,yes,1,35.26,38.635000000000005,0.39,0.2836,58,106,164,1,Warm
5203,2011-08-09,Summer,2011,Aug,16,0,2,yes,1,35.26,38.635000000000005,0.39,0.2985,57,228,285,1,Warm
5204,2011-08-09,Summer,2011,Aug,17,0,2,yes,1,32.800000000000004,37.88,0.55,0.1642,79,453,532,1,Warm
5205,2011-08-09,Summer,2011,Aug,18,0,2,yes,1,32.800000000000004,37.88,0.55,0.194,97,488,585,1,Warm
5206,2011-08-09,Summer,2011,Aug,19,0,2,yes,1,32.800000000000004,37.12,0.49,0.1045,69,302,371,1,Warm
5207,2011-08-09,Summer,2011,Aug,20,0,2,yes,1,32.800000000000004,36.364999999999995,0.43,0.194,34,258,292,1,Warm
5208,2011-08-09,Summer,2011,Aug,21,0,2,yes,1,31.98,34.849999999999994,0.46,0.2537,46,184,230,1,Warm
5209,2011-08-09,Summer,2011,Aug,22,0,2,yes,1,31.98,34.849999999999994,0.46,0.2985,28,127,155,1,Warm
5210,2011-08-09,Summer,2011,Aug,23,0,2,yes,1,31.16,34.089999999999996,0.48,0.2836,22,53,75,1,Warm
5211,2011-08-10,Summer,2011,Aug,0,0,3,yes,1,30.34,33.335,0.51,0.2239,19,18,37,1,Warm
5212,2011-08-10,Summer,2011,Aug,1,0,3,yes,1,29.52,33.335,0.54,0.194,7,10,17,1,Moderate
5213,2011-08-10,Summer,2011,Aug,2,0,3,yes,1,29.52,33.335,0.54,0.1642,1,10,11,1,Moderate
5214,2011-08-10,Summer,2011,Aug,3,0,3,yes,1,28.7,32.574999999999996,0.58,0.1642,1,3,4,1,Moderate
5215,2011-08-10,Summer,2011,Aug,4,0,3,yes,1,28.7,32.574999999999996,0.54,0.1343,1,4,5,1,Moderate
5216,2011-08-10,Summer,2011,Aug,5,0,3,yes,1,27.880000000000003,31.819999999999997,0.61,0.0896,2,30,32,1,Moderate
5217,2011-08-10,Summer,2011,Aug,6,0,3,yes,1,27.880000000000003,31.819999999999997,0.61,0.0,9,110,119,1,Moderate
5218,2011-08-10,Summer,2011,Aug,7,0,3,yes,1,28.7,32.574999999999996,0.58,0.0896,16,289,305,1,Moderate
5219,2011-08-10,Summer,2011,Aug,8,0,3,yes,1,30.34,33.335,0.51,0.194,38,361,399,1,Warm
5220,2011-08-10,Summer,2011,Aug,9,0,3,yes,1,31.16,34.089999999999996,0.48,0.2239,32,148,180,1,Warm
5221,2011-08-10,Summer,2011,Aug,10,0,3,yes,1,32.800000000000004,36.364999999999995,0.43,0.2239,41,72,113,1,Warm
5222,2011-08-10,Summer,2011,Aug,11,0,3,yes,1,32.800000000000004,35.605,0.41,0.3881,54,95,149,1,Warm
5223,2011-08-10,Summer,2011,Aug,12,0,3,yes,1,33.62,36.364999999999995,0.38,0.2985,74,166,240,1,Warm
5224,2011-08-10,Summer,2011,Aug,13,0,3,yes,1,33.62,36.364999999999995,0.38,0.2836,41,150,191,1,Warm
5225,2011-08-10,Summer,2011,Aug,14,0,3,yes,1,34.44,36.364999999999995,0.34,0.3284,62,116,178,1,Warm
5226,2011-08-10,Summer,2011,Aug,15,0,3,yes,1,35.26,37.12,0.3,0.3284,53,141,194,1,Warm
5227,2011-08-10,Summer,2011,Aug,16,0,3,yes,1,35.26,37.12,0.26,0.2985,76,206,282,1,Warm
5228,2011-08-10,Summer,2011,Aug,17,0,3,yes,1,34.44,35.605,0.26,0.2985,71,513,584,1,Warm
5229,2011-08-10,Summer,2011,Aug,18,0,3,yes,1,33.62,35.605,0.28,0.2985,70,489,559,1,Warm
5230,2011-08-10,Summer,2011,Aug,19,0,3,yes,1,32.800000000000004,34.849999999999994,0.26,0.2537,79,334,413,1,Warm
5231,2011-08-10,Summer,2011,Aug,20,0,3,yes,1,31.16,33.335,0.31,0.1343,59,253,312,1,Warm
5232,2011-08-10,Summer,2011,Aug,21,0,3,yes,1,31.16,33.335,0.33,0.1045,47,162,209,1,Warm
5233,2011-08-10,Summer,2011,Aug,22,0,3,yes,1,30.34,32.574999999999996,0.37,0.0,17,122,139,1,Warm
5234,2011-08-10,Summer,2011,Aug,23,0,3,yes,1,30.34,32.574999999999996,0.37,0.0896,14,94,108,1,Warm
5235,2011-08-11,Summer,2011,Aug,0,0,4,yes,1,28.7,31.819999999999997,0.45,0.1045,6,40,46,1,Moderate
5236,2011-08-11,Summer,2011,Aug,1,0,4,yes,1,28.7,31.819999999999997,0.45,0.1343,9,17,26,1,Moderate
5237,2011-08-11,Summer,2011,Aug,2,0,4,yes,1,27.060000000000002,31.06,0.54,0.1343,3,8,11,1,Moderate
5238,2011-08-11,Summer,2011,Aug,3,0,4,yes,1,26.240000000000002,31.06,0.57,0.1343,2,7,9,1,Moderate
5239,2011-08-11,Summer,2011,Aug,4,0,4,yes,1,26.240000000000002,31.06,0.57,0.1642,1,4,5,1,Moderate
5240,2011-08-11,Summer,2011,Aug,5,0,4,yes,1,26.240000000000002,31.06,0.61,0.194,2,23,25,1,Moderate
5241,2011-08-11,Summer,2011,Aug,6,0,4,yes,1,25.419999999999998,30.305,0.65,0.1642,5,101,106,1,Moderate
5242,2011-08-11,Summer,2011,Aug,7,0,4,yes,1,27.060000000000002,31.06,0.54,0.1343,15,292,307,1,Moderate
5243,2011-08-11,Summer,2011,Aug,8,0,4,yes,1,28.7,31.819999999999997,0.45,0.1642,29,361,390,1,Moderate
5244,2011-08-11,Summer,2011,Aug,9,0,4,yes,1,29.52,32.574999999999996,0.39,0.2239,31,166,197,1,Moderate
5245,2011-08-11,Summer,2011,Aug,10,0,4,yes,1,30.34,32.574999999999996,0.37,0.2537,36,96,132,1,Warm
5246,2011-08-11,Summer,2011,Aug,11,0,4,yes,1,31.16,33.335,0.35,0.2537,59,128,187,1,Warm
5247,2011-08-11,Summer,2011,Aug,12,0,4,yes,1,31.98,34.089999999999996,0.31,0.2537,50,164,214,1,Warm
5248,2011-08-11,Summer,2011,Aug,13,0,4,yes,1,31.16,33.335,0.31,0.2239,51,166,217,1,Warm
5249,2011-08-11,Summer,2011,Aug,14,0,4,yes,1,32.800000000000004,34.849999999999994,0.29,0.0,39,103,142,1,Warm
5250,2011-08-11,Summer,2011,Aug,15,0,4,yes,1,32.800000000000004,34.849999999999994,0.29,0.2985,52,126,178,1,Warm
5251,2011-08-11,Summer,2011,Aug,16,0,4,yes,1,32.800000000000004,34.849999999999994,0.27,0.194,57,241,298,1,Warm
5252,2011-08-11,Summer,2011,Aug,17,0,4,yes,1,32.800000000000004,34.849999999999994,0.29,0.2537,96,486,582,1,Warm
5253,2011-08-11,Summer,2011,Aug,18,0,4,yes,1,31.98,34.089999999999996,0.29,0.0896,74,497,571,1,Warm
5254,2011-08-11,Summer,2011,Aug,19,0,4,yes,1,30.34,32.574999999999996,0.35,0.194,48,323,371,1,Warm
5255,2011-08-11,Summer,2011,Aug,20,0,4,yes,1,29.52,32.574999999999996,0.37,0.1343,56,232,288,1,Moderate
5256,2011-08-11,Summer,2011,Aug,21,0,4,yes,1,28.7,32.574999999999996,0.48,0.0896,35,171,206,1,Moderate
5257,2011-08-11,Summer,2011,Aug,22,0,4,yes,1,28.7,32.574999999999996,0.48,0.0,34,123,157,1,Moderate
5258,2011-08-11,Summer,2011,Aug,23,0,4,yes,1,27.060000000000002,31.06,0.5,0.1642,22,105,127,1,Moderate
5259,2011-08-12,Summer,2011,Aug,0,0,5,yes,1,26.240000000000002,31.06,0.53,0.1642,12,53,65,1,Moderate
5260,2011-08-12,Summer,2011,Aug,1,0,5,yes,1,26.240000000000002,31.06,0.53,0.1343,4,19,23,1,Moderate
5261,2011-08-12,Summer,2011,Aug,2,0,5,yes,1,25.419999999999998,31.06,0.57,0.194,0,15,15,1,Moderate
5262,2011-08-12,Summer,2011,Aug,3,0,5,yes,1,25.419999999999998,31.06,0.53,0.1642,0,9,9,1,Moderate
5263,2011-08-12,Summer,2011,Aug,4,0,5,yes,1,25.419999999999998,31.06,0.53,0.1343,0,5,5,1,Moderate
5264,2011-08-12,Summer,2011,Aug,5,0,5,yes,1,24.599999999999998,31.06,0.56,0.1343,2,24,26,1,Moderate
5265,2011-08-12,Summer,2011,Aug,6,0,5,yes,1,25.419999999999998,31.06,0.5,0.1343,3,73,76,1,Moderate
5266,2011-08-12,Summer,2011,Aug,7,0,5,yes,1,26.240000000000002,31.06,0.44,0.1642,17,247,264,1,Moderate
5267,2011-08-12,Summer,2011,Aug,8,0,5,yes,1,27.880000000000003,31.819999999999997,0.39,0.2239,29,397,426,1,Moderate
5268,2011-08-12,Summer,2011,Aug,9,0,5,yes,1,29.52,32.574999999999996,0.34,0.1343,27,178,205,1,Moderate
5269,2011-08-12,Summer,2011,Aug,10,0,5,yes,1,30.34,32.574999999999996,0.33,0.1045,44,86,130,1,Warm
5270,2011-08-12,Summer,2011,Aug,11,0,5,yes,1,31.16,33.335,0.29,0.0,48,108,156,1,Warm
5271,2011-08-12,Summer,2011,Aug,12,0,5,yes,1,32.800000000000004,34.849999999999994,0.27,0.0,55,167,222,1,Warm
5272,2011-08-12,Summer,2011,Aug,13,0,5,yes,1,31.98,34.089999999999996,0.29,0.0896,74,179,253,1,Warm
5273,2011-08-12,Summer,2011,Aug,14,0,5,yes,1,32.800000000000004,34.849999999999994,0.29,0.194,51,135,186,1,Warm
5274,2011-08-12,Summer,2011,Aug,15,0,5,yes,1,32.800000000000004,34.849999999999994,0.29,0.1642,59,190,249,1,Warm
5275,2011-08-12,Summer,2011,Aug,16,0,5,yes,1,33.62,35.605,0.28,0.0,68,266,334,1,Warm
5276,2011-08-12,Summer,2011,Aug,17,0,5,yes,1,33.62,35.605,0.26,0.0,93,423,516,1,Warm
5277,2011-08-12,Summer,2011,Aug,18,0,5,yes,1,31.16,34.089999999999996,0.4,0.2985,89,376,465,1,Warm
5278,2011-08-12,Summer,2011,Aug,19,0,5,yes,1,30.34,33.335,0.42,0.2239,101,284,385,1,Warm
5279,2011-08-12,Summer,2011,Aug,20,0,5,yes,1,29.52,32.574999999999996,0.42,0.2239,77,210,287,1,Moderate
5280,2011-08-12,Summer,2011,Aug,21,0,5,yes,1,28.7,32.574999999999996,0.48,0.1343,73,153,226,1,Moderate
5281,2011-08-12,Summer,2011,Aug,22,0,5,yes,1,27.880000000000003,31.819999999999997,0.51,0.0,74,157,231,1,Moderate
5282,2011-08-12,Summer,2011,Aug,23,0,5,yes,1,27.880000000000003,31.819999999999997,0.51,0.0,51,100,151,1,Moderate
5283,2011-08-13,Summer,2011,Aug,0,0,6,no,1,27.880000000000003,31.819999999999997,0.51,0.1045,15,69,84,1,Moderate
5284,2011-08-13,Summer,2011,Aug,1,0,6,no,2,27.880000000000003,31.819999999999997,0.57,0.0896,13,64,77,2,Moderate
5285,2011-08-13,Summer,2011,Aug,2,0,6,no,1,27.880000000000003,31.819999999999997,0.57,0.0,16,58,74,1,Moderate
5286,2011-08-13,Summer,2011,Aug,3,0,6,no,1,27.060000000000002,31.06,0.65,0.1343,9,18,27,1,Moderate
5287,2011-08-13,Summer,2011,Aug,4,0,6,no,2,26.240000000000002,30.305,0.73,0.1343,5,5,10,2,Moderate
5288,2011-08-13,Summer,2011,Aug,5,0,6,no,1,26.240000000000002,30.305,0.73,0.1045,3,15,18,1,Moderate
5289,2011-08-13,Summer,2011,Aug,6,0,6,no,1,26.240000000000002,30.305,0.73,0.0896,3,19,22,1,Moderate
5290,2011-08-13,Summer,2011,Aug,7,0,6,no,2,27.060000000000002,31.06,0.74,0.194,10,34,44,2,Moderate
5291,2011-08-13,Summer,2011,Aug,8,0,6,no,2,28.7,32.574999999999996,0.65,0.1642,28,90,118,2,Moderate
5292,2011-08-13,Summer,2011,Aug,9,0,6,no,2,28.7,33.335,0.74,0.1642,70,138,208,2,Moderate
5293,2011-08-13,Summer,2011,Aug,10,0,6,no,2,29.52,34.849999999999994,0.74,0.2239,97,163,260,2,Moderate
5294,2011-08-13,Summer,2011,Aug,11,0,6,no,2,30.34,34.849999999999994,0.7,0.194,122,192,314,2,Warm
5295,2011-08-13,Summer,2011,Aug,12,0,6,no,2,27.060000000000002,29.544999999999998,0.89,0.1642,175,246,421,2,Moderate
5296,2011-08-13,Summer,2011,Aug,13,0,6,no,2,30.34,35.605,0.74,0.3284,61,92,153,2,Warm
5297,2011-08-13,Summer,2011,Aug,14,0,6,no,1,30.34,34.849999999999994,0.7,0.2537,113,146,259,1,Warm
5298,2011-08-13,Summer,2011,Aug,15,0,6,no,3,27.880000000000003,31.819999999999997,0.79,0.3582,150,208,358,3,Moderate
5299,2011-08-13,Summer,2011,Aug,16,0,6,no,2,28.7,33.335,0.74,0.2836,148,133,281,2,Moderate
5300,2011-08-13,Summer,2011,Aug,17,0,6,no,2,29.52,34.849999999999994,0.74,0.2537,97,172,269,2,Moderate
5301,2011-08-13,Summer,2011,Aug,18,0,6,no,1,28.7,33.335,0.74,0.2239,123,169,292,1,Moderate
5302,2011-08-13,Summer,2011,Aug,19,0,6,no,2,27.880000000000003,31.819999999999997,0.79,0.2836,67,170,237,2,Moderate
5303,2011-08-13,Summer,2011,Aug,20,0,6,no,2,27.880000000000003,31.819999999999997,0.83,0.2239,78,105,183,2,Moderate
5304,2011-08-13,Summer,2011,Aug,21,0,6,no,2,27.880000000000003,31.819999999999997,0.83,0.3881,40,127,167,2,Moderate
5305,2011-08-13,Summer,2011,Aug,22,0,6,no,2,27.880000000000003,31.819999999999997,0.83,0.3881,36,118,154,2,Moderate
5306,2011-08-13,Summer,2011,Aug,23,0,6,no,2,27.060000000000002,30.305,0.83,0.3284,25,95,120,2,Moderate
5307,2011-08-14,Summer,2011,Aug,0,0,0,no,3,27.060000000000002,30.305,0.83,0.2985,19,71,90,3,Moderate
5308,2011-08-14,Summer,2011,Aug,1,0,0,no,3,26.240000000000002,28.79,0.89,0.2239,16,57,73,3,Moderate
5309,2011-08-14,Summer,2011,Aug,2,0,0,no,3,26.240000000000002,28.79,0.89,0.2239,13,49,62,3,Moderate
5310,2011-08-14,Summer,2011,Aug,3,0,0,no,2,26.240000000000002,28.03,0.94,0.2537,5,22,27,2,Moderate
5311,2011-08-14,Summer,2011,Aug,4,0,0,no,3,26.240000000000002,28.03,0.94,0.194,1,2,3,3,Moderate
5312,2011-08-14,Summer,2011,Aug,5,0,0,no,2,26.240000000000002,28.03,0.94,0.1642,1,9,10,2,Moderate
5313,2011-08-14,Summer,2011,Aug,6,0,0,no,2,26.240000000000002,28.03,0.94,0.1045,2,4,6,2,Moderate
5314,2011-08-14,Summer,2011,Aug,7,0,0,no,2,27.060000000000002,29.544999999999998,0.89,0.194,4,20,24,2,Moderate
5315,2011-08-14,Summer,2011,Aug,8,0,0,no,2,27.060000000000002,29.544999999999998,0.89,0.2836,20,21,41,2,Moderate
5316,2011-08-14,Summer,2011,Aug,9,0,0,no,3,27.060000000000002,29.544999999999998,0.89,0.2836,27,76,103,3,Moderate
5317,2011-08-14,Summer,2011,Aug,10,0,0,no,1,28.7,33.335,0.79,0.2239,67,116,183,1,Moderate
5318,2011-08-14,Summer,2011,Aug,11,0,0,no,1,28.7,33.335,0.79,0.194,81,117,198,1,Moderate
5319,2011-08-14,Summer,2011,Aug,12,0,0,no,2,28.7,33.335,0.79,0.2239,98,183,281,2,Moderate
5320,2011-08-14,Summer,2011,Aug,13,0,0,no,1,29.52,34.849999999999994,0.74,0.2537,144,233,377,1,Moderate
5321,2011-08-14,Summer,2011,Aug,14,0,0,no,1,30.34,34.849999999999994,0.7,0.194,126,244,370,1,Warm
5322,2011-08-14,Summer,2011,Aug,15,0,0,no,1,30.34,34.849999999999994,0.66,0.194,128,203,331,1,Warm
5323,2011-08-14,Summer,2011,Aug,16,0,0,no,1,30.34,34.849999999999994,0.66,0.1642,116,176,292,1,Warm
5324,2011-08-14,Summer,2011,Aug,17,0,0,no,1,31.16,35.605,0.62,0.1343,133,196,329,1,Warm
5325,2011-08-14,Summer,2011,Aug,18,0,0,no,1,30.34,34.849999999999994,0.66,0.1642,125,222,347,1,Warm
5326,2011-08-14,Summer,2011,Aug,19,0,0,no,1,29.52,34.849999999999994,0.74,0.2239,75,184,259,1,Moderate
5327,2011-08-14,Summer,2011,Aug,20,0,0,no,1,28.7,33.335,0.84,0.1642,67,126,193,1,Moderate
5328,2011-08-14,Summer,2011,Aug,21,0,0,no,3,24.599999999999998,27.275,0.88,0.4925,51,104,155,3,Moderate
5329,2011-08-14,Summer,2011,Aug,22,0,0,no,3,24.599999999999998,27.275,0.88,0.4925,14,25,39,3,Moderate
5330,2011-08-14,Summer,2011,Aug,23,0,0,no,3,24.599999999999998,28.03,0.83,0.0,5,22,27,3,Moderate
5331,2011-08-15,Summer,2011,Aug,0,0,1,yes,3,24.599999999999998,27.275,0.88,0.0896,7,18,25,3,Moderate
5332,2011-08-15,Summer,2011,Aug,1,0,1,yes,2,24.599999999999998,27.275,0.88,0.1343,1,9,10,2,Moderate
5333,2011-08-15,Summer,2011,Aug,2,0,1,yes,2,24.599999999999998,28.03,0.83,0.0,0,3,3,2,Moderate
5334,2011-08-15,Summer,2011,Aug,3,0,1,yes,1,24.599999999999998,28.03,0.83,0.194,1,6,7,1,Moderate
5335,2011-08-15,Summer,2011,Aug,4,0,1,yes,1,24.599999999999998,28.03,0.83,0.1343,1,4,5,1,Moderate
5336,2011-08-15,Summer,2011,Aug,5,0,1,yes,2,24.599999999999998,27.275,0.88,0.194,3,14,17,2,Moderate
5337,2011-08-15,Summer,2011,Aug,6,0,1,yes,1,24.599999999999998,27.275,0.88,0.2537,3,87,90,1,Moderate
5338,2011-08-15,Summer,2011,Aug,7,0,1,yes,1,24.599999999999998,27.275,0.88,0.2537,10,248,258,1,Moderate
5339,2011-08-15,Summer,2011,Aug,8,0,1,yes,1,26.240000000000002,29.544999999999998,0.78,0.3284,29,326,355,1,Moderate
5340,2011-08-15,Summer,2011,Aug,9,0,1,yes,1,26.240000000000002,29.544999999999998,0.78,0.3284,52,170,222,1,Moderate
5341,2011-08-15,Summer,2011,Aug,10,0,1,yes,1,27.880000000000003,31.819999999999997,0.69,0.2836,54,87,141,1,Moderate
5342,2011-08-15,Summer,2011,Aug,11,0,1,yes,2,29.52,34.089999999999996,0.62,0.2537,41,112,153,2,Moderate
5343,2011-08-15,Summer,2011,Aug,12,0,1,yes,1,30.34,34.089999999999996,0.58,0.2836,62,116,178,1,Warm
5344,2011-08-15,Summer,2011,Aug,13,0,1,yes,1,31.98,35.605,0.52,0.2836,53,140,193,1,Warm
5345,2011-08-15,Summer,2011,Aug,14,0,1,yes,1,30.34,34.089999999999996,0.55,0.0896,56,95,151,1,Warm
5346,2011-08-15,Summer,2011,Aug,15,0,1,yes,3,30.34,34.089999999999996,0.55,0.2985,49,133,182,3,Warm
5347,2011-08-15,Summer,2011,Aug,16,0,1,yes,1,30.34,34.089999999999996,0.55,0.3284,58,225,283,1,Warm
5348,2011-08-15,Summer,2011,Aug,17,0,1,yes,1,30.34,33.335,0.51,0.2836,59,471,530,1,Warm
5349,2011-08-15,Summer,2011,Aug,18,0,1,yes,1,28.7,32.574999999999996,0.65,0.194,70,413,483,1,Moderate
5350,2011-08-15,Summer,2011,Aug,19,0,1,yes,1,28.7,32.574999999999996,0.65,0.0,54,343,397,1,Moderate
5351,2011-08-15,Summer,2011,Aug,20,0,1,yes,1,27.060000000000002,31.06,0.74,0.1343,45,240,285,1,Moderate
5352,2011-08-15,Summer,2011,Aug,21,0,1,yes,1,27.060000000000002,31.06,0.65,0.194,34,150,184,1,Moderate
5353,2011-08-15,Summer,2011,Aug,22,0,1,yes,1,27.060000000000002,31.06,0.69,0.2537,22,76,98,1,Moderate
5354,2011-08-15,Summer,2011,Aug,23,0,1,yes,1,26.240000000000002,30.305,0.69,0.2239,11,77,88,1,Moderate
5355,2011-08-16,Summer,2011,Aug,0,0,2,yes,1,26.240000000000002,30.305,0.69,0.1045,8,23,31,1,Moderate
5356,2011-08-16,Summer,2011,Aug,1,0,2,yes,1,26.240000000000002,30.305,0.69,0.1642,4,12,16,1,Moderate
5357,2011-08-16,Summer,2011,Aug,2,0,2,yes,1,25.419999999999998,29.544999999999998,0.73,0.2239,1,3,4,1,Moderate
5358,2011-08-16,Summer,2011,Aug,3,0,2,yes,1,25.419999999999998,29.544999999999998,0.73,0.2239,1,5,6,1,Moderate
5359,2011-08-16,Summer,2011,Aug,4,0,2,yes,1,26.240000000000002,30.305,0.69,0.2985,0,5,5,1,Moderate
5360,2011-08-16,Summer,2011,Aug,5,0,2,yes,1,25.419999999999998,29.544999999999998,0.73,0.2836,1,29,30,1,Moderate
5361,2011-08-16,Summer,2011,Aug,6,0,2,yes,1,25.419999999999998,29.544999999999998,0.73,0.3284,4,115,119,1,Moderate
5362,2011-08-16,Summer,2011,Aug,7,0,2,yes,1,26.240000000000002,30.305,0.69,0.2537,18,328,346,1,Moderate
5363,2011-08-16,Summer,2011,Aug,8,0,2,yes,1,28.7,32.574999999999996,0.58,0.4478,24,417,441,1,Moderate
5364,2011-08-16,Summer,2011,Aug,9,0,2,yes,1,27.880000000000003,31.819999999999997,0.61,0.2836,27,171,198,1,Moderate
5365,2011-08-16,Summer,2011,Aug,10,0,2,yes,1,28.7,32.574999999999996,0.58,0.3881,28,83,111,1,Moderate
5366,2011-08-16,Summer,2011,Aug,11,0,2,yes,1,30.34,33.335,0.51,0.2239,40,110,150,1,Warm
5367,2011-08-16,Summer,2011,Aug,12,0,2,yes,1,31.16,34.089999999999996,0.48,0.3284,42,120,162,1,Warm
5368,2011-08-16,Summer,2011,Aug,13,0,2,yes,1,31.16,34.089999999999996,0.48,0.2985,45,147,192,1,Warm
5369,2011-08-16,Summer,2011,Aug,14,0,2,yes,1,31.16,34.089999999999996,0.45,0.4179,65,117,182,1,Warm
5370,2011-08-16,Summer,2011,Aug,15,0,2,yes,1,32.800000000000004,35.605,0.41,0.2985,36,123,159,1,Warm
5371,2011-08-16,Summer,2011,Aug,16,0,2,yes,1,32.800000000000004,35.605,0.41,0.2239,55,248,303,1,Warm
5372,2011-08-16,Summer,2011,Aug,17,0,2,yes,1,31.16,34.089999999999996,0.45,0.3284,75,525,600,1,Warm
5373,2011-08-16,Summer,2011,Aug,18,0,2,yes,1,31.16,34.089999999999996,0.45,0.2239,54,516,570,1,Warm
5374,2011-08-16,Summer,2011,Aug,19,0,2,yes,1,30.34,33.335,0.48,0.194,56,320,376,1,Warm
5375,2011-08-16,Summer,2011,Aug,20,0,2,yes,1,30.34,33.335,0.51,0.0,48,232,280,1,Warm
5376,2011-08-16,Summer,2011,Aug,21,0,2,yes,1,29.52,33.335,0.54,0.0,38,177,215,1,Moderate
5377,2011-08-16,Summer,2011,Aug,22,0,2,yes,1,28.7,32.574999999999996,0.61,0.0,31,121,152,1,Moderate
5378,2011-08-16,Summer,2011,Aug,23,0,2,yes,1,27.060000000000002,31.06,0.65,0.1343,20,57,77,1,Moderate
5379,2011-08-17,Summer,2011,Aug,0,0,3,yes,1,27.060000000000002,31.06,0.69,0.0896,8,16,24,1,Moderate
5380,2011-08-17,Summer,2011,Aug,1,0,3,yes,1,26.240000000000002,30.305,0.73,0.1642,2,12,14,1,Moderate
5381,2011-08-17,Summer,2011,Aug,2,0,3,yes,1,27.060000000000002,31.06,0.69,0.0,0,6,6,1,Moderate
